year,week,channel,metric_name,value,metric
2024.0,16.0,DS,Earning,,DS Earning
2024.0,16.0,DS,COGS + S&H,,DS COGS + S&H
2024.0,16.0,DS,Net Income,,DS Net Income
2024.0,16.0,Total,Net Income,,Total Net Income
2024.0,17.0,CB,Revenue,6082.76,CB Revenue
2024.0,17.0,CB,Commisson,2991.65,CB Commisson
2024.0,17.0,CB,Earning,2104.04,CB Earning
2024.0,17.0,CB,COGS + S&H,373.05,CB COGS + S&H
2024.0,17.0,CB,Net Income,1730.99,CB Net Income
2024.0,17.0,BG,Revenue,155.99,BG Revenue
2024.0,17.0,BG,Commisson,90.0,BG Commisson
2024.0,17.0,BG,Earning,34.79,BG Earning
2024.0,17.0,BG,COGS + S&H,26.6,BG COGS + S&H
2024.0,17.0,BG,Net Income,8.19,BG Net Income
2024.0,17.0,DS,Revenue,10908.51,DS Revenue
2024.0,17.0,DS,Commisson,4983.22,DS Commisson
2024.0,17.0,DS,Earning,4573.74,DS Earning
2024.0,17.0,DS,COGS + S&H,1899.1,DS COGS + S&H
2024.0,17.0,DS,Net Income,2674.64,DS Net Income
2024.0,17.0,Total,Net Income,4413.82,Total Net Income
2024.0,17.0,CB,Revenue,,CB Revenue
2024.0,17.0,CB,Commisson,,CB Commisson
2024.0,17.0,CB,Earning,,CB Earning
2024.0,17.0,CB,COGS + S&H,,CB COGS + S&H
2024.0,17.0,CB,Net Income,,CB Net Income
2024.0,17.0,BG,Revenue,,BG Revenue
2024.0,17.0,BG,Commisson,,BG Commisson
2024.0,17.0,BG,Earning,,BG Earning
2024.0,17.0,BG,COGS + S&H,,BG COGS + S&H
2024.0,17.0,BG,Net Income,,BG Net Income
2024.0,17.0,DS,Revenue,,DS Revenue
2024.0,17.0,DS,Commisson,,DS Commisson
2024.0,17.0,DS,Earning,,DS Earning
2024.0,17.0,DS,COGS + S&H,,DS COGS + S&H
2024.0,17.0,DS,Net Income,,DS Net Income
2024.0,17.0,Total,Net Income,,Total Net Income
2024.0,18.0,CB,Revenue,5264.44,CB Revenue
2024.0,18.0,CB,Commisson,2479.85,CB Commisson
2024.0,18.0,CB,Earning,1946.29,CB Earning
2024.0,18.0,CB,COGS + S&H,701.55,CB COGS + S&H
2024.0,18.0,CB,Net Income,1244.74,CB Net Income
2024.0,18.0,BG,Revenue,3050.12,BG Revenue
2024.0,18.0,BG,Commisson,1347.18,BG Commisson
2024.0,18.0,BG,Earning,1092.92,BG Earning
2024.0,18.0,BG,COGS + S&H,588.45,BG COGS + S&H
2024.0,18.0,BG,Net Income,504.47,BG Net Income
2024.0,18.0,DS,Revenue,10093.93,DS Revenue
2024.0,18.0,DS,Commisson,4901.0,DS Commisson
2024.0,18.0,DS,Earning,3957.3,DS Earning
2024.0,18.0,DS,COGS + S&H,1886.4,DS COGS + S&H
2024.0,18.0,DS,Net Income,2070.9,DS Net Income
2024.0,18.0,Total,Net Income,3820.11,Total Net Income
2024.0,18.0,CB,Revenue,,CB Revenue
2024.0,18.0,CB,Commisson,,CB Commisson
2024.0,18.0,CB,Earning,,CB Earning
2024.0,18.0,CB,COGS + S&H,,CB COGS + S&H
2024.0,18.0,CB,Net Income,,CB Net Income
2024.0,18.0,BG,Revenue,,BG Revenue
2024.0,18.0,BG,Commisson,,BG Commisson
2024.0,18.0,BG,Earning,,BG Earning
2024.0,18.0,BG,COGS + S&H,,BG COGS + S&H
2024.0,18.0,BG,Net Income,,BG Net Income
2024.0,18.0,DS,Revenue,,DS Revenue
2024.0,18.0,DS,Commisson,,DS Commisson
2024.0,18.0,DS,Earning,,DS Earning
2024.0,18.0,DS,COGS + S&H,,DS COGS + S&H
2024.0,18.0,DS,Net Income,,DS Net Income
2024.0,18.0,Total,Net Income,,Total Net Income
2024.0,19.0,CB,Revenue,19697.97,CB Revenue
2024.0,19.0,CB,Commisson,2359.8,CB Commisson
2024.0,19.0,CB,Earning,14361.88,CB Earning
2024.0,19.0,CB,COGS + S&H,1380.45,CB COGS + S&H
2024.0,19.0,CB,Net Income,12981.43,CB Net Income
2024.0,19.0,BG,Revenue,1502.11,BG Revenue
2024.0,19.0,BG,Commisson,788.44,BG Commisson
2024.0,19.0,BG,Earning,413.25,BG Earning
2024.0,19.0,BG,COGS + S&H,270.2,BG COGS + S&H
2024.0,19.0,BG,Net Income,143.05,BG Net Income
2024.0,19.0,DS,Revenue,13484.36,DS Revenue
2024.0,19.0,DS,Commisson,7456.77,DS Commisson
2024.0,19.0,DS,Earning,4202.75,DS Earning
2024.0,19.0,DS,COGS + S&H,2378.95,DS COGS + S&H
2024.0,19.0,DS,Net Income,1823.8,DS Net Income
2024.0,19.0,Total,Net Income,14948.28,Total Net Income
2024.0,19.0,CB,Revenue,,CB Revenue
2024.0,19.0,CB,Commisson,,CB Commisson
2024.0,19.0,CB,Earning,,CB Earning
2024.0,19.0,CB,COGS + S&H,,CB COGS + S&H
2024.0,19.0,CB,Net Income,,CB Net Income
2024.0,19.0,BG,Revenue,,BG Revenue
2024.0,19.0,BG,Commisson,,BG Commisson
2024.0,19.0,BG,Earning,,BG Earning
2024.0,19.0,BG,COGS + S&H,,BG COGS + S&H
2024.0,19.0,BG,Net Income,,BG Net Income
2024.0,19.0,DS,Revenue,,DS Revenue
2024.0,19.0,DS,Commisson,,DS Commisson
2024.0,19.0,DS,Earning,,DS Earning
2024.0,19.0,DS,COGS + S&H,,DS COGS + S&H
2024.0,19.0,DS,Net Income,,DS Net Income
2024.0,19.0,Total,Net Income,,Total Net Income
2024.0,20.0,CB,Revenue,5308.87,CB Revenue
2024.0,20.0,CB,Commisson,2288.53,CB Commisson
2024.0,20.0,CB,Earning,2174.07,CB Earning
2024.0,20.0,CB,COGS + S&H,551.7,CB COGS + S&H
2024.0,20.0,CB,Net Income,1622.37,CB Net Income
2024.0,20.0,BG,Revenue,1909.16,BG Revenue
2024.0,20.0,BG,Commisson,994.69,BG Commisson
2024.0,20.0,BG,Earning,532.64,BG Earning
2024.0,20.0,BG,COGS + S&H,365.75,BG COGS + S&H
2024.0,20.0,BG,Net Income,166.89,BG Net Income
2024.0,20.0,DS,Revenue,7211.82,DS Revenue
2024.0,20.0,DS,Commisson,4531.06,DS Commisson
2024.0,20.0,DS,Earning,1758.99,DS Earning
2024.0,20.0,DS,COGS + S&H,1467.15,DS COGS + S&H
2024.0,20.0,DS,Net Income,291.84,DS Net Income
2024.0,20.0,Total,Net Income,2081.1,Total Net Income
2024.0,20.0,CB,Revenue,,CB Revenue
2024.0,20.0,CB,Commisson,,CB Commisson
2024.0,20.0,CB,Earning,,CB Earning
2024.0,20.0,CB,COGS + S&H,,CB COGS + S&H
2024.0,20.0,CB,Net Income,,CB Net Income
2024.0,20.0,BG,Revenue,,BG Revenue
2024.0,20.0,BG,Commisson,,BG Commisson
2024.0,20.0,BG,Earning,,BG Earning
2024.0,20.0,BG,COGS + S&H,,BG COGS + S&H
2024.0,20.0,BG,Net Income,,BG Net Income
2024.0,20.0,DS,Revenue,,DS Revenue
2024.0,20.0,DS,Commisson,,DS Commisson
2024.0,20.0,DS,Earning,,DS Earning
2024.0,20.0,DS,COGS + S&H,,DS COGS + S&H
2024.0,20.0,DS,Net Income,,DS Net Income
2024.0,20.0,Total,Net Income,,Total Net Income
2024.0,21.0,CB,Revenue,4598.81,CB Revenue
2024.0,21.0,CB,Commisson,1904.52,CB Commisson
2024.0,21.0,CB,Earning,1849.68,CB Earning
2024.0,21.0,CB,COGS + S&H,408.15,CB COGS + S&H
2024.0,21.0,CB,Net Income,1441.53,CB Net Income
2024.0,21.0,BG,Revenue,360.26,BG Revenue
2024.0,21.0,BG,Commisson,248.31,BG Commisson
2024.0,21.0,BG,Earning,39.9,BG Earning
2024.0,21.0,BG,COGS + S&H,74.2,BG COGS + S&H
2024.0,21.0,BG,Net Income,-34.3,BG Net Income
2024.0,21.0,DS,Revenue,2956.83,DS Revenue
2024.0,21.0,DS,Commisson,1618.41,DS Commisson
2024.0,21.0,DS,Earning,980.94,DS Earning
2024.0,21.0,DS,COGS + S&H,633.25,DS COGS + S&H
2024.0,21.0,DS,Net Income,347.69,DS Net Income
2024.0,21.0,Total,Net Income,1754.92,Total Net Income
2024.0,21.0,CB,Revenue,,CB Revenue
2024.0,21.0,CB,Commisson,,CB Commisson
2024.0,21.0,CB,Earning,,CB Earning
2024.0,21.0,CB,COGS + S&H,,CB COGS + S&H
2024.0,21.0,CB,Net Income,,CB Net Income
2024.0,21.0,BG,Revenue,,BG Revenue
2024.0,21.0,BG,Commisson,,BG Commisson
2024.0,21.0,BG,Earning,,BG Earning
2024.0,21.0,BG,COGS + S&H,,BG COGS + S&H
2024.0,21.0,BG,Net Income,,BG Net Income
2024.0,21.0,DS,Revenue,,DS Revenue
2024.0,21.0,DS,Commisson,,DS Commisson
2024.0,21.0,DS,Earning,,DS Earning
2024.0,21.0,DS,COGS + S&H,,DS COGS + S&H
2024.0,21.0,DS,Net Income,,DS Net Income
2024.0,21.0,Total,Net Income,,Total Net Income
2024.0,22.0,CB,Revenue,4737.2,CB Revenue
2024.0,22.0,CB,Commisson,2060.4,CB Commisson
2024.0,22.0,CB,Earning,1893.91,CB Earning
2024.0,22.0,CB,COGS + S&H,362.4,CB COGS + S&H
2024.0,22.0,CB,Net Income,1531.51,CB Net Income
2024.0,22.0,BG,Revenue,234.0,BG Revenue
2024.0,22.0,BG,Commisson,117.0,BG Commisson
2024.0,22.0,BG,Earning,70.2,BG Earning
2024.0,22.0,BG,COGS + S&H,47.6,BG COGS + S&H
2024.0,22.0,BG,Net Income,22.6,BG Net Income
2024.0,22.0,DS,Revenue,4680.94,DS Revenue
2024.0,22.0,DS,Commisson,2450.37,DS Commisson
2024.0,22.0,DS,Earning,1621.72,DS Earning
2024.0,22.0,DS,COGS + S&H,926.8,DS COGS + S&H
2024.0,22.0,DS,Net Income,694.92,DS Net Income
2024.0,22.0,Total,Net Income,2249.03,Total Net Income
2024.0,22.0,CB,Revenue,,CB Revenue
2024.0,22.0,CB,Commisson,,CB Commisson
2024.0,22.0,CB,Earning,,CB Earning
2024.0,22.0,CB,COGS + S&H,,CB COGS + S&H
2024.0,22.0,CB,Net Income,,CB Net Income
2024.0,22.0,BG,Revenue,,BG Revenue
2024.0,22.0,BG,Commisson,,BG Commisson
2024.0,22.0,BG,Earning,,BG Earning
2024.0,22.0,BG,COGS + S&H,,BG COGS + S&H
2024.0,22.0,BG,Net Income,,BG Net Income
2024.0,22.0,DS,Revenue,,DS Revenue
2024.0,22.0,DS,Commisson,,DS Commisson
2024.0,22.0,DS,Earning,,DS Earning
2024.0,22.0,DS,COGS + S&H,,DS COGS + S&H
2024.0,22.0,DS,Net Income,,DS Net Income
2024.0,22.0,Total,Net Income,,Total Net Income
2024.0,23.0,CB,Revenue,3569.57,CB Revenue
2024.0,23.0,CB,Commisson,1958.16,CB Commisson
2024.0,23.0,CB,Earning,1145.95,CB Earning
2024.0,23.0,CB,COGS + S&H,551.7,CB COGS + S&H
2024.0,23.0,CB,Net Income,594.25,CB Net Income
2024.0,23.0,BG,Revenue,1954.58,BG Revenue
2024.0,23.0,BG,Commisson,987.47,BG Commisson
2024.0,23.0,BG,Earning,576.19,BG Earning
2024.0,23.0,BG,COGS + S&H,350.0,BG COGS + S&H
2024.0,23.0,BG,Net Income,226.19,BG Net Income
2024.0,23.0,DS,Revenue,4568.33,DS Revenue
2024.0,23.0,DS,Commisson,2512.54,DS Commisson
2024.0,23.0,DS,Earning,1438.48,DS Earning
2024.0,23.0,DS,COGS + S&H,818.8,DS COGS + S&H
2024.0,23.0,DS,Net Income,619.68,DS Net Income
2024.0,23.0,Total,Net Income,1440.12,Total Net Income
2024.0,23.0,CB,Revenue,,CB Revenue
2024.0,23.0,CB,Commisson,,CB Commisson
2024.0,23.0,CB,Earning,,CB Earning
2024.0,23.0,CB,COGS + S&H,,CB COGS + S&H
2024.0,23.0,CB,Net Income,,CB Net Income
2024.0,23.0,BG,Revenue,,BG Revenue
2024.0,23.0,BG,Commisson,,BG Commisson
2024.0,23.0,BG,Earning,,BG Earning
2024.0,23.0,BG,COGS + S&H,,BG COGS + S&H
2024.0,23.0,BG,Net Income,,BG Net Income
2024.0,23.0,DS,Revenue,,DS Revenue
2024.0,23.0,DS,Commisson,,DS Commisson
2024.0,23.0,DS,Earning,,DS Earning
2024.0,23.0,DS,COGS + S&H,,DS COGS + S&H
2024.0,23.0,DS,Net Income,,DS Net Income
2024.0,23.0,Total,Net Income,,Total Net Income
2024.0,24.0,CB,Revenue,7279.04,CB Revenue
2024.0,24.0,CB,Commisson,3744.84,CB Commisson
2024.0,24.0,CB,Earning,2313.59,CB Earning
2024.0,24.0,CB,COGS + S&H,571.65,CB COGS + S&H
2024.0,24.0,CB,Net Income,1741.94,CB Net Income
2024.0,24.0,BG,Revenue,243.53,BG Revenue
2024.0,24.0,BG,Commisson,90.0,BG Commisson
2024.0,24.0,BG,Earning,104.82,BG Earning
2024.0,24.0,BG,COGS + S&H,47.7,BG COGS + S&H
2024.0,24.0,BG,Net Income,57.12,BG Net Income
2024.0,24.0,DS,Revenue,419.95,DS Revenue
2024.0,24.0,DS,Commisson,104.81,DS Commisson
2024.0,24.0,DS,Earning,267.98,DS Earning
2024.0,24.0,DS,COGS + S&H,187.3,DS COGS + S&H
2024.0,24.0,DS,Net Income,80.68,DS Net Income
2024.0,24.0,Total,Net Income,1879.74,Total Net Income
2024.0,24.0,CB,Revenue,,CB Revenue
2024.0,24.0,CB,Commisson,,CB Commisson
2024.0,24.0,CB,Earning,,CB Earning
2024.0,24.0,CB,COGS + S&H,,CB COGS + S&H
2024.0,24.0,CB,Net Income,,CB Net Income
2024.0,24.0,BG,Revenue,,BG Revenue
2024.0,24.0,BG,Commisson,,BG Commisson
2024.0,24.0,BG,Earning,,BG Earning
2024.0,24.0,BG,COGS + S&H,,BG COGS + S&H
2024.0,24.0,BG,Net Income,,BG Net Income
2024.0,24.0,DS,Revenue,,DS Revenue
2024.0,24.0,DS,Commisson,,DS Commisson
2024.0,24.0,DS,Earning,,DS Earning
2024.0,24.0,DS,COGS + S&H,,DS COGS + S&H
2024.0,24.0,DS,Net Income,,DS Net Income
2024.0,24.0,Total,Net Income,,Total Net Income
2024.0,25.0,CB,Revenue,4718.11,CB Revenue
2024.0,25.0,CB,Commisson,2486.92,CB Commisson
2024.0,25.0,CB,Earning,1566.64,CB Earning
2024.0,25.0,CB,COGS + S&H,318.9,CB COGS + S&H
2024.0,25.0,CB,Net Income,1247.74,CB Net Income
2024.0,25.0,BG,Revenue,538.9,BG Revenue
2024.0,25.0,BG,Commisson,203.46,BG Commisson
2024.0,25.0,BG,Earning,227.66,BG Earning
2024.0,25.0,BG,COGS + S&H,95.55,BG COGS + S&H
2024.0,25.0,BG,Net Income,132.11,BG Net Income
2024.0,25.0,DS,Revenue,3495.39,DS Revenue
2024.0,25.0,DS,Commisson,1754.96,DS Commisson
2024.0,25.0,DS,Earning,1258.81,DS Earning
2024.0,25.0,DS,COGS + S&H,603.35,DS COGS + S&H
2024.0,25.0,DS,Net Income,655.46,DS Net Income
2024.0,25.0,Total,Net Income,2035.31,Total Net Income
2024.0,25.0,CB,Revenue,,CB Revenue
2024.0,25.0,CB,Commisson,,CB Commisson
2024.0,25.0,CB,Earning,,CB Earning
2024.0,25.0,CB,COGS + S&H,,CB COGS + S&H
2024.0,25.0,CB,Net Income,,CB Net Income
2024.0,25.0,BG,Revenue,,BG Revenue
2024.0,25.0,BG,Commisson,,BG Commisson
2024.0,25.0,BG,Earning,,BG Earning
2024.0,25.0,BG,COGS + S&H,,BG COGS + S&H
2024.0,25.0,BG,Net Income,,BG Net Income
2024.0,25.0,DS,Revenue,,DS Revenue
2024.0,25.0,DS,Commisson,,DS Commisson
2024.0,25.0,DS,Earning,,DS Earning
2024.0,25.0,DS,COGS + S&H,,DS COGS + S&H
2024.0,25.0,DS,Net Income,,DS Net Income
2024.0,25.0,Total,Net Income,,Total Net Income
2024.0,26.0,CB,Revenue,2913.12,CB Revenue
2024.0,26.0,CB,Commisson,2091.57,CB Commisson
2024.0,26.0,CB,Earning,382.95,CB Earning
2024.0,26.0,CB,COGS + S&H,275.55,CB COGS + S&H
2024.0,26.0,CB,Net Income,107.4,CB Net Income
2024.0,26.0,BG,Revenue,394.67,BG Revenue
2024.0,26.0,BG,Commisson,90.0,BG Commisson
2024.0,26.0,BG,Earning,225.74,BG Earning
2024.0,26.0,BG,COGS + S&H,74.2,BG COGS + S&H
2024.0,26.0,BG,Net Income,151.54,BG Net Income
2024.0,26.0,DS,Revenue,329.13,DS Revenue
2024.0,26.0,DS,Commisson,126.9,DS Commisson
2024.0,26.0,DS,Earning,108.09,DS Earning
2024.0,26.0,DS,COGS + S&H,240.15,DS COGS + S&H
2024.0,26.0,DS,Net Income,-132.06,DS Net Income
2024.0,26.0,Total,Net Income,126.88,Total Net Income
2024.0,26.0,CB,Revenue,,CB Revenue
2024.0,26.0,CB,Commisson,,CB Commisson
2024.0,26.0,CB,Earning,,CB Earning
2024.0,26.0,CB,COGS + S&H,,CB COGS + S&H
2024.0,26.0,CB,Net Income,,CB Net Income
2024.0,26.0,BG,Revenue,,BG Revenue
2024.0,26.0,BG,Commisson,,BG Commisson
2024.0,26.0,BG,Earning,,BG Earning
2024.0,26.0,BG,COGS + S&H,,BG COGS + S&H
2024.0,26.0,BG,Net Income,,BG Net Income
2024.0,26.0,DS,Revenue,,DS Revenue
2024.0,26.0,DS,Commisson,,DS Commisson
2024.0,26.0,DS,Earning,,DS Earning
2024.0,26.0,DS,COGS + S&H,,DS COGS + S&H
2024.0,26.0,DS,Net Income,,DS Net Income
2024.0,26.0,Total,Net Income,,Total Net Income
2024.0,27.0,CB,Revenue,16023.87,CB Revenue
2024.0,27.0,CB,Commisson,8185.05,CB Commisson
2024.0,27.0,CB,Earning,5330.28,CB Earning
2024.0,27.0,CB,COGS + S&H,871.2,CB COGS + S&H
2024.0,27.0,CB,Net Income,4459.08,CB Net Income
2024.0,27.0,BG,Revenue,0.0,BG Revenue
2024.0,27.0,BG,Commisson,0.0,BG Commisson
2024.0,27.0,BG,Earning,0.0,BG Earning
2024.0,27.0,BG,COGS + S&H,0.0,BG COGS + S&H
2024.0,27.0,BG,Net Income,0.0,BG Net Income
2024.0,27.0,DS,Revenue,2824.57,DS Revenue
2024.0,27.0,DS,Commisson,1352.78,DS Commisson
2024.0,27.0,DS,Earning,1117.01,DS Earning
2024.0,27.0,DS,COGS + S&H,548.55,DS COGS + S&H
2024.0,27.0,DS,Net Income,568.46,DS Net Income
2024.0,27.0,Total,Net Income,5027.54,Total Net Income
2024.0,27.0,CB,Revenue,,CB Revenue
2024.0,27.0,CB,Commisson,,CB Commisson
2024.0,27.0,CB,Earning,,CB Earning
2024.0,27.0,CB,COGS + S&H,,CB COGS + S&H
2024.0,27.0,CB,Net Income,,CB Net Income
2024.0,27.0,BG,Revenue,,BG Revenue
2024.0,27.0,BG,Commisson,,BG Commisson
2024.0,27.0,BG,Earning,,BG Earning
2024.0,27.0,BG,COGS + S&H,,BG COGS + S&H
2024.0,27.0,BG,Net Income,,BG Net Income
2024.0,27.0,DS,Revenue,,DS Revenue
2024.0,27.0,DS,Commisson,,DS Commisson
2024.0,27.0,DS,Earning,,DS Earning
2024.0,27.0,DS,COGS + S&H,,DS COGS + S&H
2024.0,27.0,DS,Net Income,,DS Net Income
2024.0,27.0,Total,Net Income,,Total Net Income
2024.0,28.0,CB,Revenue,8646.04,CB Revenue
2024.0,28.0,CB,Commisson,5183.79,CB Commisson
2024.0,28.0,CB,Earning,2174.85,CB Earning
2024.0,28.0,CB,COGS + S&H,776.7,CB COGS + S&H
2024.0,28.0,CB,Net Income,1398.15,CB Net Income
2024.0,28.0,BG,Revenue,593.12,BG Revenue
2024.0,28.0,BG,Commisson,308.28,BG Commisson
2024.0,28.0,BG,Earning,166.22,BG Earning
2024.0,28.0,BG,COGS + S&H,109.34,BG COGS + S&H
2024.0,28.0,BG,Net Income,56.88,BG Net Income
2024.0,28.0,DS,Revenue,3298.54,DS Revenue
2024.0,28.0,DS,Commisson,1860.25,DS Commisson
2024.0,28.0,DS,Earning,1011.12,DS Earning
2024.0,28.0,DS,COGS + S&H,748.7,DS COGS + S&H
2024.0,28.0,DS,Net Income,262.42,DS Net Income
2024.0,28.0,Total,Net Income,1717.45,Total Net Income
2024.0,28.0,CB,Revenue,,CB Revenue
2024.0,28.0,CB,Commisson,,CB Commisson
2024.0,28.0,CB,Earning,,CB Earning
2024.0,28.0,CB,COGS + S&H,,CB COGS + S&H
2024.0,28.0,CB,Net Income,,CB Net Income
2024.0,28.0,BG,Revenue,,BG Revenue
2024.0,28.0,BG,Commisson,,BG Commisson
2024.0,28.0,BG,Earning,,BG Earning
2024.0,28.0,BG,COGS + S&H,,BG COGS + S&H
2024.0,28.0,BG,Net Income,,BG Net Income
2024.0,28.0,DS,Revenue,,DS Revenue
2024.0,28.0,DS,Commisson,,DS Commisson
2024.0,28.0,DS,Earning,,DS Earning
2024.0,28.0,DS,COGS + S&H,,DS COGS + S&H
2024.0,28.0,DS,Net Income,,DS Net Income
2024.0,28.0,Total,Net Income,,Total Net Income
2024.0,29.0,CB,Revenue,2682.46,CB Revenue
2024.0,29.0,CB,Commisson,1608.24,CB Commisson
2024.0,29.0,CB,Earning,627.03,CB Earning
2024.0,29.0,CB,COGS + S&H,178.95,CB COGS + S&H
2024.0,29.0,CB,Net Income,448.08,CB Net Income
2024.0,29.0,BG,Revenue,0.0,BG Revenue
2024.0,29.0,BG,Commisson,0.0,BG Commisson
2024.0,29.0,BG,Earning,0.0,BG Earning
2024.0,29.0,BG,COGS + S&H,0.0,BG COGS + S&H
2024.0,29.0,BG,Net Income,0.0,BG Net Income
2024.0,29.0,DS,Revenue,2348.86,DS Revenue
2024.0,29.0,DS,Commisson,1252.97,DS Commisson
2024.0,29.0,DS,Earning,797.47,DS Earning
2024.0,29.0,DS,COGS + S&H,581.5,DS COGS + S&H
2024.0,29.0,DS,Net Income,215.97,DS Net Income
2024.0,29.0,Total,Net Income,664.05,Total Net Income
2024.0,29.0,CB,Revenue,,CB Revenue
2024.0,29.0,CB,Commisson,,CB Commisson
2024.0,29.0,CB,Earning,,CB Earning
2024.0,29.0,CB,COGS + S&H,,CB COGS + S&H
2024.0,29.0,CB,Net Income,,CB Net Income
2024.0,29.0,BG,Revenue,,BG Revenue
2024.0,29.0,BG,Commisson,,BG Commisson
2024.0,29.0,BG,Earning,,BG Earning
2024.0,29.0,BG,COGS + S&H,,BG COGS + S&H
2024.0,29.0,BG,Net Income,,BG Net Income
2024.0,29.0,DS,Revenue,,DS Revenue
2024.0,29.0,DS,Commisson,,DS Commisson
2024.0,29.0,DS,Earning,,DS Earning
2024.0,29.0,DS,COGS + S&H,,DS COGS + S&H
2024.0,29.0,DS,Net Income,,DS Net Income
2024.0,29.0,Total,Net Income,,Total Net Income
2024.0,30.0,CB,Revenue,4406.03,CB Revenue
2024.0,30.0,CB,Commisson,2329.99,CB Commisson
2024.0,30.0,CB,Earning,1422.55,CB Earning
2024.0,30.0,CB,COGS + S&H,225.9,CB COGS + S&H
2024.0,30.0,CB,Net Income,1196.65,CB Net Income
2024.0,30.0,BG,Revenue,934.63,BG Revenue
2024.0,30.0,BG,Commisson,540.0,BG Commisson
2024.0,30.0,BG,Earning,207.7,BG Earning
2024.0,30.0,BG,COGS + S&H,180.6,BG COGS + S&H
2024.0,30.0,BG,Net Income,27.1,BG Net Income
2024.0,30.0,DS,Revenue,-87.54,DS Revenue
2024.0,30.0,DS,Commisson,-4.22,DS Commisson
2024.0,30.0,DS,Earning,-22.85,DS Earning
2024.0,30.0,DS,COGS + S&H,181.65,DS COGS + S&H
2024.0,30.0,DS,Net Income,-204.5,DS Net Income
2024.0,30.0,Total,Net Income,1019.25,Total Net Income
2024.0,30.0,CB,Revenue,,CB Revenue
2024.0,30.0,CB,Commisson,,CB Commisson
2024.0,30.0,CB,Earning,,CB Earning
2024.0,30.0,CB,COGS + S&H,,CB COGS + S&H
2024.0,30.0,CB,Net Income,,CB Net Income
2024.0,30.0,BG,Revenue,,BG Revenue
2024.0,30.0,BG,Commisson,,BG Commisson
2024.0,30.0,BG,Earning,,BG Earning
2024.0,30.0,BG,COGS + S&H,,BG COGS + S&H
2024.0,30.0,BG,Net Income,,BG Net Income
2024.0,30.0,DS,Revenue,,DS Revenue
2024.0,30.0,DS,Commisson,,DS Commisson
2024.0,30.0,DS,Earning,,DS Earning
2024.0,30.0,DS,COGS + S&H,,DS COGS + S&H
2024.0,30.0,DS,Net Income,,DS Net Income
2024.0,30.0,Total,Net Income,,Total Net Income
2024.0,31.0,CB,Revenue,2003.65,CB Revenue
2024.0,31.0,CB,Commisson,1186.06,CB Commisson
2024.0,31.0,CB,Earning,511.65,CB Earning
2024.0,31.0,CB,COGS + S&H,264.3,CB COGS + S&H
2024.0,31.0,CB,Net Income,247.35,CB Net Income
2024.0,31.0,BG,Revenue,253.99,BG Revenue
2024.0,31.0,BG,Commisson,126.99,BG Commisson
2024.0,31.0,BG,Earning,76.2,BG Earning
2024.0,31.0,BG,COGS + S&H,47.6,BG COGS + S&H
2024.0,31.0,BG,Net Income,28.6,BG Net Income
2024.0,31.0,DS,Revenue,2147.41,DS Revenue
2024.0,31.0,DS,Commisson,1144.79,DS Commisson
2024.0,31.0,DS,Earning,737.52,DS Earning
2024.0,31.0,DS,COGS + S&H,385.05,DS COGS + S&H
2024.0,31.0,DS,Net Income,352.47,DS Net Income
2024.0,31.0,Total,Net Income,628.42,Total Net Income
2024.0,31.0,CB,Revenue,,CB Revenue
2024.0,31.0,CB,Commisson,,CB Commisson
2024.0,31.0,CB,Earning,,CB Earning
2024.0,31.0,CB,COGS + S&H,,CB COGS + S&H
2024.0,31.0,CB,Net Income,,CB Net Income
2024.0,31.0,BG,Revenue,,BG Revenue
2024.0,31.0,BG,Commisson,,BG Commisson
2024.0,31.0,BG,Earning,,BG Earning
2024.0,31.0,BG,COGS + S&H,,BG COGS + S&H
2024.0,31.0,BG,Net Income,,BG Net Income
2024.0,31.0,DS,Revenue,,DS Revenue
2024.0,31.0,DS,Commisson,,DS Commisson
2024.0,31.0,DS,Earning,,DS Earning
2024.0,31.0,DS,COGS + S&H,,DS COGS + S&H
2024.0,31.0,DS,Net Income,,DS Net Income
2024.0,31.0,Total,Net Income,,Total Net Income
2024.0,32.0,CB,Revenue,9639.54,CB Revenue
2024.0,32.0,CB,Commisson,5433.03,CB Commisson
2024.0,32.0,CB,Earning,2722.08,CB Earning
2024.0,32.0,CB,COGS + S&H,473.85,CB COGS + S&H
2024.0,32.0,CB,Net Income,2248.23,CB Net Income
2024.0,32.0,BG,Revenue,2109.8,BG Revenue
2024.0,32.0,BG,Commisson,910.61,BG Commisson
2024.0,32.0,BG,Earning,777.23,BG Earning
2024.0,32.0,BG,COGS + S&H,421.5,BG COGS + S&H
2024.0,32.0,BG,Net Income,355.73,BG Net Income
2024.0,32.0,DS,Revenue,114.34,DS Revenue
2024.0,32.0,DS,Commisson,94.74,DS Commisson
2024.0,32.0,DS,Earning,22.24,DS Earning
2024.0,32.0,DS,COGS + S&H,68.95,DS COGS + S&H
2024.0,32.0,DS,Net Income,-46.71,DS Net Income
2024.0,32.0,Total,Net Income,2557.25,Total Net Income
2024.0,32.0,CB,Revenue,,CB Revenue
2024.0,32.0,CB,Commisson,,CB Commisson
2024.0,32.0,CB,Earning,,CB Earning
2024.0,32.0,CB,COGS + S&H,,CB COGS + S&H
2024.0,32.0,CB,Net Income,,CB Net Income
2024.0,32.0,BG,Revenue,,BG Revenue
2024.0,32.0,BG,Commisson,,BG Commisson
2024.0,32.0,BG,Earning,,BG Earning
